POB_NOMBRE/String/set/size=100/set/order=20/set/label=Nombre;COD_PROVINCIA/Integer/set/order=30/set/label=Provincia/set/fk=true/set/fk_table=esp_provincias/set/fk_code=COD_PROVINCIA/set/fk_label=FORMAT('%02d - %s', COD_PROVINCIA, PRO_NAME)/set/foreingkey_closedlist=false/set/relation=1;COD_POBLACION/Integer/set/order=10/set/label=Poblacion;COD_ORIGENCOORDENADAS/Integer/set/order=40/set/label=Origen de las coordenadas/set/fk=true/set/fk_table=origen_coordenadas/set/fk_code=COD_ORIGENCOORDENADAS/set/fk_label=FORMAT('%02d - %s', COD_ORIGENCOORDENADAS, ORI_DESCRIPCION)/set/foreingkey_closedlist=true/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4258/set/geomtype=Point@2D/set/order=60/set/hidden=true
"L'Aleixar";"43";"43007";"1";"POINT (1.04627339 41.20213628)"
"Alfara de Carles";"43";"43008";"1";"POINT (0.40041426 40.87290535)"
"Alforja";"43";"43009";"1";"POINT (0.97506058 41.20997627)"
"Alió";"43";"43010";"1";"POINT (1.30595357 41.29461031)"
"Almoster";"43";"43011";"1";"POINT (1.1140377 41.19796946)"
"Altafulla";"43";"43012";"1";"POINT (1.37651077 41.14181475)"
"L'Ametlla de Mar";"43";"43013";"1";"POINT (0.80032416 40.88500221)"
"Amposta";"43";"43014";"1";"POINT (0.57831025 40.7103883)"
"Arbolí";"43";"43015";"1";"POINT (0.9487676400000001 41.24259405)"
"L'Arboç";"43";"43016";"1";"POINT (1.6039146000000002 41.26839503)"
"L'Argentera";"43";"43017";"1";"POINT (0.90976361 41.13745524)"
"Arnes";"43";"43018";"1";"POINT (0.26106031 40.91008347)"
"Ascó";"43";"43019";"1";"POINT (0.56756835 41.18022801)"
"Banyeres del Penedès";"43";"43020";"1";"POINT (1.58024883 41.28011264)"
"Barberà de la Conca";"43";"43021";"1";"POINT (1.22908667 41.41063655)"
"Batea";"43";"43022";"1";"POINT (0.30960103 41.09601302)"
"Bellmunt del Priorat";"43";"43023";"1";"POINT (0.7662584 41.16388072)"
"Bellvei";"43";"43024";"1";"POINT (1.57640249 41.24172055)"
"Benifallet";"43";"43025";"1";"POINT (0.51788672 40.97408691)"
"Benissanet";"43";"43026";"1";"POINT (0.63627009 41.056073960000006)"
"La Bisbal de Falset";"43";"43027";"1";"POINT (0.72308182 41.27995323)"
"La Bisbal del Penedès";"43";"43028";"1";"POINT (1.4876814 41.28071936)"
"Blancafort";"43";"43029";"1";"POINT (1.15888033 41.43853695)"
"Bonastre";"43";"43030";"1";"POINT (1.4401760500000003 41.22066394)"
"Les Borges del Camp";"43";"43031";"1";"POINT (1.01959446 41.172479)"
"Bot";"43";"43032";"1";"POINT (0.38480895 41.00928813)"
"Botarell";"43";"43033";"1";"POINT (0.98977859 41.13628467)"
"Bràfim";"43";"43034";"1";"POINT (1.341243 41.26878665)"
"Cabacés";"43";"43035";"1";"POINT (0.73354855 41.24729402)"
"Cabra del Camp";"43";"43036";"1";"POINT (1.27724348 41.39524505)"
"Calafell";"43";"43037";"1";"POINT (1.56834858 41.20171757)"
"Cambrils";"43";"43038";"1";"POINT (1.05179778 41.0744517)"
"Capafonts";"43";"43039";"1";"POINT (1.0277582 41.29518885)"
"Capçanes";"43";"43040";"1";"POINT (0.78147084 41.10009872)"
"Caseres";"43";"43041";"1";"POINT (0.25016813 41.03861398)"
"Castellvell del Camp";"43";"43042";"1";"POINT (1.09658367 41.18134308)"
"El Catllar";"43";"43043";"1";"POINT (1.32577164 41.17518225)"
"La Sénia";"43";"43044";"1";"POINT (0.28236554 40.6361383)"
"Colldejou";"43";"43045";"1";"POINT (0.8876063400000002 41.09948239)"
"Conesa";"43";"43046";"1";"POINT (1.29117543 41.51808238)"
"Constantí";"43";"43047";"1";"POINT (1.21237597 41.1540946)"
"Corbera d'Ebre";"43";"43048";"1";"POINT (0.47510831 41.076675050000006)"
"Cornudella de Montsant";"43";"43049";"1";"POINT (0.9055671100000001 41.26509943)"
"Creixell";"43";"43050";"1";"POINT (1.44203046 41.16812938)"
"Cunit";"43";"43051";"1";"POINT (1.63406068 41.19786799)"
"Xerta";"43";"43052";"1";"POINT (0.49044263 40.90831714)"
"Duesaigües";"43";"43053";"1";"POINT (0.93107457 41.14590126)"
"L'Espluga de Francolí";"43";"43054";"1";"POINT (1.10289096 41.39649294)"
"Falset";"43";"43055";"1";"POINT (0.82092617 41.1456084)"
"La Fatarella";"43";"43056";"1";"POINT (0.47339174 41.16245578)"
"La Febró";"43";"43057";"1";"POINT (1.00460558 41.2777934)"
"La Figuera";"43";"43058";"1";"POINT (0.73158797 41.21634383)"
"Figuerola del Camp";"43";"43059";"1";"POINT (1.2652229 41.37180801)"
"Flix";"43";"43060";"1";"POINT (0.5503399700000001 41.23110222)"
"Forès";"43";"43061";"1";"POINT (1.2388451 41.49449724)"
"Freginals";"43";"43062";"1";"POINT (0.52037477 40.67159733)"
"La Galera";"43";"43063";"1";"POINT (0.46296985 40.68080737)"
"Gandesa";"43";"43064";"1";"POINT (0.43767923 41.05266475)"
"Garcia";"43";"43065";"1";"POINT (0.6509403900000001 41.1370325)"
"Els Garidells";"43";"43066";"1";"POINT (1.24821947 41.20750102)"
"Ginestar";"43";"43067";"1";"POINT (0.63272566 41.04176095)"
"Godall";"43";"43068";"1";"POINT (0.4687735800000001 40.65530889000001)"
"Gratallops";"43";"43069";"1";"POINT (0.77693706 41.19314399)"
"Els Guiamets";"43";"43070";"1";"POINT (0.75325023 41.10187520000001)"
"Horta de Sant Joan";"43";"43071";"1";"POINT (0.31710201 40.95398599)"
"El Lloar";"43";"43072";"1";"POINT (0.75074444 41.18570881)"
"Llorac";"43";"43073";"1";"POINT (1.30727658 41.55640089)"
"Llorenç del Penedès";"43";"43074";"1";"POINT (1.55192697 41.28435413)"
"Margalef";"43";"43075";"1";"POINT (0.75425834 41.28441206)"
"Marçà";"43";"43076";"1";"POINT (0.80027681 41.12635497)"
"Mas de Barberans";"43";"43077";"1";"POINT (0.37408555 40.73457427)"
"Masdenverge";"43";"43078";"1";"POINT (0.53118936 40.71546089)"
"Masllorenç";"43";"43079";"1";"POINT (1.41472876 41.26911915)"
"La Masó";"43";"43080";"1";"POINT (1.22293676 41.23470331)"
"Maspujols";"43";"43081";"1";"POINT (1.0466141 41.18225397)"
"El Masroig";"43";"43082";"1";"POINT (0.73381635 41.12545297)"
"El Milà";"43";"43083";"1";"POINT (1.20645363 41.24796769)"
"Miravet";"43";"43084";"1";"POINT (0.59641776 41.03588382)"
"El Molar";"43";"43085";"1";"POINT (0.70692063 41.1637498)"
"Montblanc";"43";"43086";"1";"POINT (1.16171565 41.37705549)"
"Montbrió del Camp";"43";"43088";"1";"POINT (1.00361357 41.12007791)"
"Montferri";"43";"43089";"1";"POINT (1.3660963 41.26554806)"
"La Joncosa del Montmell";"43";"43090";"1";"POINT (1.45316909 41.31472394)"
"Mont-ral";"43";"43091";"1";"POINT (1.09811364 41.28739255)"
"Mont-roig del Camp";"43";"43092";"1";"POINT (0.9591149199999999 41.08777318)"
"Móra d'Ebre";"43";"43093";"1";"POINT (0.64185013 41.09141499)"
"Móra la Nova";"43";"43094";"1";"POINT (0.64858077 41.098983440000005)"
"El Morell";"43";"43095";"1";"POINT (1.20899318 41.19209857)"
"La Morera de Montsant";"43";"43096";"1";"POINT (0.8415577 41.26480856)"
"La Nou de Gaià";"43";"43097";"1";"POINT (1.3740347 41.18367426)"
"Nulles";"43";"43098";"1";"POINT (1.2950878900000002 41.2495303)"
"La Palma d'Ebre";"43";"43099";"1";"POINT (0.66623397 41.28274115)"
"Els Pallaresos";"43";"43100";"1";"POINT (1.26948239 41.17548548)"
"Passanant";"43";"43101";"1";"POINT (1.1968006800000002 41.53186338)"
"Paüls";"43";"43102";"1";"POINT (0.39861088 40.92227727)"
"Perafort";"43";"43103";"1";"POINT (1.25566964 41.19104932)"
"El Perelló";"43";"43104";"1";"POINT (0.71176246 40.87464091)"
"Les Piles";"43";"43105";"1";"POINT (1.34224923 41.50364373)"
"El Pinell de Brai";"43";"43106";"1";"POINT (0.51511172 41.01727888)"
"Pira";"43";"43107";"1";"POINT (1.2027975 41.4229018)"
"El Pla de Santa Maria";"43";"43108";"1";"POINT (1.29009618 41.36396581)"
"La Pobla de Mafumet";"43";"43109";"1";"POINT (1.21069822 41.18728807)"
"La Pobla de Massaluca";"43";"43110";"1";"POINT (0.35327969 41.1808592)"
"La Pobla de Montornès";"43";"43111";"1";"POINT (1.41485061 41.1770998)"
"Poboleda";"43";"43112";"1";"POINT (0.84510819 41.23342269)"
"El Pont d'Armentera";"43";"43113";"1";"POINT (1.3616647 41.38303063)"
"Porrera";"43";"43114";"1";"POINT (0.85618691 41.18901781)"
"Pradell de la Teixeta";"43";"43115";"1";"POINT (0.87632189 41.15700154)"
"Prades";"43";"43116";"1";"POINT (0.98829059 41.3098447)"
"Prat de Comte";"43";"43117";"1";"POINT (0.40555362 40.98363674)"
"Pratdip";"43";"43118";"1";"POINT (0.87127076 41.05154275)"
"Puigpelat";"43";"43119";"1";"POINT (1.29666609 41.27974628)"
"Querol";"43";"43120";"1";"POINT (1.39698227 41.4228977)"
"Rasquera";"43";"43121";"1";"POINT (0.59760098 41.00136637)"
"Renau";"43";"43122";"1";"POINT (1.31133078 41.22498126)"
"Reus";"43";"43123";"1";"POINT (1.1098611800000002 41.15410725)"
"La Riba";"43";"43124";"1";"POINT (1.17788139 41.31882022)"
"Riba-roja d'Ebre";"43";"43125";"1";"POINT (0.4854534 41.25153479)"
"La Riera de Gaià";"43";"43126";"1";"POINT (1.36183115 41.16478355)"
"Riudecanyes";"43";"43127";"1";"POINT (0.96083116 41.13002047)"
"Riudecols";"43";"43128";"1";"POINT (0.97655088 41.16856028)"
"Riudoms";"43";"43129";"1";"POINT (1.05197022 41.13909151)"
"Rocafort de Queralt";"43";"43130";"1";"POINT (1.28185235 41.47773705)"
"Roda de Berà";"43";"43131";"1";"POINT (1.45418296 41.1861462)"
"Rodonyà";"43";"43132";"1";"POINT (1.39750634 41.28063548)"
"Roquetes";"43";"43133";"1";"POINT (0.50335187 40.82039061)"
"El Rourell";"43";"43134";"1";"POINT (1.21873616 41.22373056)"
"Salomó";"43";"43135";"1";"POINT (1.37500773 41.22966254)"
"Sant Carles de la Ràpita";"43";"43136";"1";"POINT (0.59230274 40.61957159)"
"Sant Jaume dels Domenys";"43";"43137";"1";"POINT (1.55895428 41.29980897)"
"Santa Bàrbara";"43";"43138";"1";"POINT (0.49263884 40.71437767)"
"Santa Coloma de Queralt";"43";"43139";"1";"POINT (1.38517258 41.53184192)"
"Santa Oliva";"43";"43140";"1";"POINT (1.54920521 41.2535865)"
"Pontils";"43";"43141";"1";"POINT (1.38768904 41.47733159)"
"Sarral";"43";"43142";"1";"POINT (1.24914122 41.4444317)"
"Savallà del Comtat";"43";"43143";"1";"POINT (1.29951628 41.5432267)"
"La Secuita";"43";"43144";"1";"POINT (1.28008629 41.20488266)"
"La Selva del Camp";"43";"43145";"1";"POINT (1.13660414 41.21591006)"
"Senan";"43";"43146";"1";"POINT (1.08739313 41.4697413)"
"Solivella";"43";"43147";"1";"POINT (1.17761563 41.45598452)"
"Tarragona";"43";"43148";"1";"POINT (1.2584219 41.11910287)"
"Tivenys";"43";"43149";"1";"POINT (0.512382 40.90737863)"
"Tivissa";"43";"43150";"1";"POINT (0.73207763 41.043382)"
"La Torre de Fontaubella";"43";"43151";"1";"POINT (0.86453515 41.12468238)"
"La Torre de l'Espanyol";"43";"43152";"1";"POINT (0.62545749 41.19183063)"
"Torredembarra";"43";"43153";"1";"POINT (1.39557922 41.14508128)"
"Torroja del Priorat";"43";"43154";"1";"POINT (0.81050224 41.21319736)"
"Tortosa";"43";"43155";"1";"POINT (0.52500631 40.81102146)"
"Ulldecona";"43";"43156";"1";"POINT (0.44722489 40.59695364)"
"Ulldemolins";"43";"43157";"1";"POINT (0.87601472 41.32276949)"
"Vallclara";"43";"43158";"1";"POINT (0.98258499 41.37747659)"
"Vallfogona de Riucorb";"43";"43159";"1";"POINT (1.2364086 41.56303736)"
"Vallmoll";"43";"43160";"1";"POINT (1.24819483 41.24373733)"
"Valls";"43";"43161";"1";"POINT (1.2473842 41.2838885)"
"Vandellòs";"43";"43162";"1";"POINT (0.8315807 41.01991578)"
"El Vendrell";"43";"43163";"1";"POINT (1.53501367 41.22043068)"
"Vespella de Gaià";"43";"43164";"1";"POINT (1.35999717 41.20438185)"
"Vilabella";"43";"43165";"1";"POINT (1.33102666 41.24803013)"
"Vilallonga del Camp";"43";"43166";"1";"POINT (1.20600968 41.21183244)"
"Vilanova d'Escornalbou";"43";"43167";"1";"POINT (0.93769154 41.11306254)"
"Vilanova de Prades";"43";"43168";"1";"POINT (0.95549413 41.34788821)"
"Vilaplana";"43";"43169";"1";"POINT (1.03347087 41.22861582)"
"Vila-rodona";"43";"43170";"1";"POINT (1.35838293 41.31087164)"
"Vila-seca";"43";"43171";"1";"POINT (1.14519766 41.11092332)"
"Vilaverd";"43";"43172";"1";"POINT (1.1774772700000002 41.33461237)"
"La Vilella Alta";"43";"43173";"1";"POINT (0.78055782 41.2253687)"
"La Vilella Baixa";"43";"43174";"1";"POINT (0.761731 41.22051866)"
"Vilalba dels Arcs";"43";"43175";"1";"POINT (0.4090769300000001 41.11988327)"
"Vimbodí";"43";"43176";"1";"POINT (1.05182973 41.40082777)"
"Vinebre";"43";"43177";"1";"POINT (0.5885715 41.18322787)"
"Vinyols";"43";"43178";"1";"POINT (1.03904984 41.11445339)"
"Deltebre";"43";"43901";"1";"POINT (0.73844369 40.71730276)"
"Sant Jaume d'Enveja";"43";"43902";"1";"POINT (0.71821372 40.70650104)"
"Camarles";"43";"43903";"1";"POINT (0.67233581 40.77344739)"
"L'Aldea";"43";"43904";"1";"POINT (0.6084918 40.74056185)"
"Salou";"43";"43905";"1";"POINT (1.13197961 41.07685068)"
"L'Ampolla";"43";"43906";"1";"POINT (0.70877628 40.81252965)"
"La Canonja";"43";"43907";"1";"POINT (1.18007857 41.12136946)"
"Ababuj";"44";"44001";"1";"POINT (-0.80780117 40.54845854)"
"Abejuela";"44";"44002";"1";"POINT (-0.8934317600000001 39.90992613)"
"Aguatón";"44";"44003";"1";"POINT (-1.23376877 40.67128085)"
"Aguaviva";"44";"44004";"1";"POINT (-0.19721142 40.82246644)"
"Aguilar del Alfambra";"44";"44005";"1";"POINT (-0.79655771 40.59024818)"
"Alacón";"44";"44006";"1";"POINT (-0.6964716 41.02331848)"
"Alba";"44";"44007";"1";"POINT (-1.34533155 40.61782196)"
"Albalate del Arzobispo";"44";"44008";"1";"POINT (-0.51092341 41.12084779)"
"Albarracín";"44";"44009";"1";"POINT (-1.44449794 40.40668217)"
"Albentosa";"44";"44010";"1";"POINT (-0.76981698 40.10275557)"
"Alcaine";"44";"44011";"1";"POINT (-0.70560643 40.95374009)"
"Alcalá de la Selva";"44";"44012";"1";"POINT (-0.7203944 40.37166968)"
"Alcañiz";"44";"44013";"1";"POINT (-0.13284433 41.05125534)"
"Alcorisa";"44";"44014";"1";"POINT (-0.38074056 40.891373630000004)"
"Alfambra";"44";"44016";"1";"POINT (-1.03356435 40.54604768)"
"Aliaga";"44";"44017";"1";"POINT (-0.70190468 40.67415567)"
"Almohaja";"44";"44018";"1";"POINT (-1.43769514 40.60510103)"
"Alobras";"44";"44019";"1";"POINT (-1.38793341 40.17841)"
"Alpeñés";"44";"44020";"1";"POINT (-1.06560633 40.79870353)"
"Allepuz";"44";"44021";"1";"POINT (-0.72807625 40.49232935)"
"Alloza";"44";"44022";"1";"POINT (-0.53008193 40.96934976)"
"Allueva";"44";"44023";"1";"POINT (-1.04251034 40.98563654)"
"Anadón";"44";"44024";"1";"POINT (-0.98347787 40.98181711)"
"Andorra";"44";"44025";"1";"POINT (-0.44371856 40.97509431)"
"Arcos de las Salinas";"44";"44026";"1";"POINT (-1.04367383 39.9912069)"
"Arens de Lledó";"44";"44027";"1";"POINT (0.27120727 40.99320586)"
"Argente";"44";"44028";"1";"POINT (-1.16304427 40.68891357)"
"Ariño";"44";"44029";"1";"POINT (-0.59215017 41.03002049)"
"Azaila";"44";"44031";"1";"POINT (-0.49335843 41.29189056)"
"Bádenas";"44";"44032";"1";"POINT (-1.12185338 41.09193064)"
"Báguena";"44";"44033";"1";"POINT (-1.35659444 41.03988916)"
"Bañón";"44";"44034";"1";"POINT (-1.19118505 40.83959266)"
"Barrachina";"44";"44035";"1";"POINT (-1.14042408 40.89755159)"
"Bea";"44";"44036";"1";"POINT (-1.14640421 41.03642813)"
"Beceite";"44";"44037";"1";"POINT (0.18281473 40.83192948)"
"Belmonte de San José";"44";"44038";"1";"POINT (-0.06337688 40.8745073)"
"Bello";"44";"44039";"1";"POINT (-1.4987536900000002 40.9234759)"
"Berge";"44";"44040";"1";"POINT (-0.4269996300000001 40.85663981)"
"Bezas";"44";"44041";"1";"POINT (-1.32450297 40.33077407)"
"Blancas";"44";"44042";"1";"POINT (-1.48180791 40.81387)"
"Blesa";"44";"44043";"1";"POINT (-0.88472909 41.05162774)"
"Bordón";"44";"44044";"1";"POINT (-0.32178558 40.68718705)"
"Bronchales";"44";"44045";"1";"POINT (-1.58933562 40.50913122)"
"Bueña";"44";"44046";"1";"POINT (-1.26723281 40.70848715)"
"Burbáguena";"44";"44047";"1";"POINT (-1.33758733 41.01656595)"
"Cabra de Mora";"44";"44048";"1";"POINT (-0.80712717 40.31678582)"
"Calaceite";"44";"44049";"1";"POINT (0.18819744 41.01700574)"
"Calamocha";"44";"44050";"1";"POINT (-1.30091517 40.91961258)"
"Calanda";"44";"44051";"1";"POINT (-0.23142924 40.93854542)"
"Calomarde";"44";"44052";"1";"POINT (-1.57623275 40.37233638000001)"
"Camañas";"44";"44053";"1";"POINT (-1.13886696 40.64299958)"
"Camarena de la Sierra";"44";"44054";"1";"POINT (-1.04099796 40.14767898)"
"Camarillas";"44";"44055";"1";"POINT (-0.75400265 40.61121769)"
"Caminreal";"44";"44056";"1";"POINT (-1.3256961 40.83782336)"
"Cantavieja";"44";"44059";"1";"POINT (-0.4056737 40.52795321)"
"Cañada de Benatanduz";"44";"44060";"1";"POINT (-0.53463584 40.58050974)"
"La Cañada de Verich";"44";"44061";"1";"POINT (-0.0989645 40.8657627)"
"Cañada Vellida";"44";"44062";"1";"POINT (-0.9144010100000001 40.70906259)"
"Cañizar del Olivar";"44";"44063";"1";"POINT (-0.64487177 40.81661246)"
"Cascante del Río";"44";"44064";"1";"POINT (-1.11435603 40.19604907)"
"Castejón de Tornos";"44";"44065";"1";"POINT (-1.42781988 40.99745712)"
"Castel de Cabra";"44";"44066";"1";"POINT (-0.69660308 40.80248904)"
"Castelnou";"44";"44067";"1";"POINT (-0.36469978 41.22833596)"
"Castelserás";"44";"44068";"1";"POINT (-0.14699544 40.98094161)"
"El Castellar";"44";"44070";"1";"POINT (-0.81744539 40.36540902)"
"Castellote";"44";"44071";"1";"POINT (-0.3199659400000001 40.80031989)"
"Cedrillas";"44";"44074";"1";"POINT (-0.85362875 40.43605287)"
"Celadas";"44";"44075";"1";"POINT (-1.14982836 40.47411915)"
"Cella";"44";"44076";"1";"POINT (-1.28767198 40.45488538)"
"La Cerollera";"44";"44077";"1";"POINT (-0.05509925 40.83989063)"
"La Codoñera";"44";"44080";"1";"POINT (-0.08638618 40.93336441)"
"Corbalán";"44";"44082";"1";"POINT (-0.98550256 40.40329546)"
"Cortes de Aragón";"44";"44084";"1";"POINT (-0.83546751 40.97434864)"
"Cosa";"44";"44085";"1";"POINT (-1.13531234 40.83397337)"
"Cretas";"44";"44086";"1";"POINT (0.2117607 40.92857287)"
"Crivillén";"44";"44087";"1";"POINT (-0.57717682 40.88387225)"
"La Cuba";"44";"44088";"1";"POINT (-0.29831744 40.59147841)"
"Cubla";"44";"44089";"1";"POINT (-1.0792733 40.21076856)"
"Cucalón";"44";"44090";"1";"POINT (-1.2142501 41.08558217)"
"El Cuervo";"44";"44092";"1";"POINT (-1.32520055 40.15131198)"
"Cuevas de Almudén";"44";"44093";"1";"POINT (-0.8291164200000001 40.71407387)"
"Cuevas Labradas";"44";"44094";"1";"POINT (-1.05129761 40.45324859)"
"Ejulve";"44";"44096";"1";"POINT (-0.55474836 40.77480642)"
"Escorihuela";"44";"44097";"1";"POINT (-0.97321989 40.54573399)"
"Escucha";"44";"44099";"1";"POINT (-0.80971602 40.79551454)"
"Estercuel";"44";"44100";"1";"POINT (-0.63191615 40.85481754)"
"Ferreruela de Huerva";"44";"44101";"1";"POINT (-1.23322286 41.0635092)"
"Fonfría";"44";"44102";"1";"POINT (-1.08494654 40.995897750000005)"
"Formiche Alto";"44";"44103";"1";"POINT (-0.89333295 40.32426223)"
"Fórnoles";"44";"44105";"1";"POINT (-0.00352647 40.89500516)"
"Fortanete";"44";"44106";"1";"POINT (-0.5229538 40.50519935)"
"Foz-Calanda";"44";"44107";"1";"POINT (-0.26722397 40.92308894)"
"La Fresneda";"44";"44108";"1";"POINT (0.0741721 40.92961261)"
"Frías de Albarracín";"44";"44109";"1";"POINT (-1.61546672 40.337868050000004)"
"Fuenferrada";"44";"44110";"1";"POINT (-1.01218826 40.86955938)"
"Fuentes Calientes";"44";"44111";"1";"POINT (-0.97889344 40.69997750000001)"
"Fuentes Claras";"44";"44112";"1";"POINT (-1.3233324 40.86382198)"
"Fuentes de Rubielos";"44";"44113";"1";"POINT (-0.61900219 40.16925932)"
"Fuentespalda";"44";"44114";"1";"POINT (0.06510273 40.80653192)"
"Galve";"44";"44115";"1";"POINT (-0.8828102900000001 40.65478266000001)"
"Gargallo";"44";"44116";"1";"POINT (-0.58481848 40.83528527)"
"Gea de Albarracín";"44";"44117";"1";"POINT (-1.34807154 40.41073118)"
"La Ginebrosa";"44";"44118";"1";"POINT (-0.13367814 40.86963072)"
"Griegos";"44";"44119";"1";"POINT (-1.710807 40.42665322)"
"Guadalaviar";"44";"44120";"1";"POINT (-1.71742932 40.38770098)"
"Gúdar";"44";"44121";"1";"POINT (-0.72050676 40.44162785)"
"Híjar";"44";"44122";"1";"POINT (-0.4509084900000001 41.17579857)"
"Hinojosa de Jarque";"44";"44123";"1";"POINT (-0.78592982 40.69089589)"
"La Hoz de la Vieja";"44";"44124";"1";"POINT (-0.84342448 40.92381331)"
"Huesa del Común";"44";"44125";"1";"POINT (-0.91980609 41.00971595000001)"
"La Iglesuela del Cid";"44";"44126";"1";"POINT (-0.3188089 40.48166129)"
"Jabaloyas";"44";"44127";"1";"POINT (-1.4073775 40.24038091)"
"Jarque de la Val";"44";"44128";"1";"POINT (-0.80065933 40.70251838)"
"Jatiel";"44";"44129";"1";"POINT (-0.38117066 41.21919238000001)"
"Jorcas";"44";"44130";"1";"POINT (-0.75326251 40.54262673)"
"Josa";"44";"44131";"1";"POINT (-0.76733301 40.95568235)"
"Lagueruela";"44";"44132";"1";"POINT (-1.19218812 41.04222713)"
"Lanzuela";"44";"44133";"1";"POINT (-1.20639346 41.09868302)"
"Libros";"44";"44135";"1";"POINT (-1.23443083 40.16154809)"
"Lidón";"44";"44136";"1";"POINT (-1.11242689 40.71668797)"
"Linares de Mora";"44";"44137";"1";"POINT (-0.57518992 40.32135976)"
"Loscos";"44";"44138";"1";"POINT (-1.04479453 41.08119021)"
"Lledó";"44";"44141";"1";"POINT (0.2771684 40.95495009)"
"Maicas";"44";"44142";"1";"POINT (-0.8896871800000001 40.96646419)"
"Manzanera";"44";"44143";"1";"POINT (-0.83021534 40.05678856)"
"Martín del Río";"44";"44144";"1";"POINT (-0.89536067 40.84431831)"
"Mas de las Matas";"44";"44145";"1";"POINT (-0.2416086 40.83375152)"
"La Mata de los Olmos";"44";"44146";"1";"POINT (-0.52098411 40.86569852000001)"
"Mazaleón";"44";"44147";"1";"POINT (0.10416384 41.0497617)"
"Mezquita de Jarque";"44";"44148";"1";"POINT (-0.86809203 40.72134939)"
"Mirambel";"44";"44149";"1";"POINT (-0.34238449 40.58684496)"
"Miravete de la Sierra";"44";"44150";"1";"POINT (-0.69423598 40.57667419)"
"Molinos";"44";"44151";"1";"POINT (-0.4496246600000001 40.82009623)"
"Monforte de Moyuela";"44";"44152";"1";"POINT (-1.0147619 41.05425776)"
"Monreal del Campo";"44";"44153";"1";"POINT (-1.35403777 40.79010149)"
"Monroyo";"44";"44154";"1";"POINT (-0.03178143 40.78760321)"
"Montalbán";"44";"44155";"1";"POINT (-0.79841599 40.83220326)"
"Monteagudo del Castillo";"44";"44156";"1";"POINT (-0.81771529 40.45729657)"
"Monterde de Albarracín";"44";"44157";"1";"POINT (-1.49211849 40.49746209)"
"Mora de Rubielos";"44";"44158";"1";"POINT (-0.75353912 40.25239335)"
"Moscardón";"44";"44159";"1";"POINT (-1.53695627 40.3339282)"
"Mosqueruela";"44";"44160";"1";"POINT (-0.44907231 40.36145064)"
"Muniesa";"44";"44161";"1";"POINT (-0.81222812 41.03377207)"
"Noguera de Albarracín";"44";"44163";"1";"POINT (-1.59724089 40.46053596)"
"Nogueras";"44";"44164";"1";"POINT (-1.06681882 41.13509278)"
"Nogueruelas";"44";"44165";"1";"POINT (-0.63696081 40.236747050000005)"
"Obón";"44";"44167";"1";"POINT (-0.72313996 40.90576376)"
"Odón";"44";"44168";"1";"POINT (-1.56817037 40.88439063)"
"Ojos Negros";"44";"44169";"1";"POINT (-1.50002306 40.73843084)"
"Olba";"44";"44171";"1";"POINT (-0.62570798 40.1321844)"
"Oliete";"44";"44172";"1";"POINT (-0.67457491 40.99800975)"
"Los Olmos";"44";"44173";"1";"POINT (-0.48593766 40.87693682)"
"Orihuela del Tremedal";"44";"44174";"1";"POINT (-1.64989242 40.55044776)"
"Orrios";"44";"44175";"1";"POINT (-0.9877659299999999 40.58639845)"
"Palomar de Arroyos";"44";"44176";"1";"POINT (-0.75033562 40.78004932)"
"Pancrudo";"44";"44177";"1";"POINT (-1.02878068 40.76175159)"
"Las Parras de Castellote";"44";"44178";"1";"POINT (-0.24322443 40.77501048)"
"Peñarroya de Tastavins";"44";"44179";"1";"POINT (0.03935801 40.7552924)"
"Peracense";"44";"44180";"1";"POINT (-1.46928578 40.64145853)"
"Peralejos";"44";"44181";"1";"POINT (-1.03321753 40.48322788)"
"Perales del Alfambra";"44";"44182";"1";"POINT (-1.00320434 40.63298559)"
"Pitarque";"44";"44183";"1";"POINT (-0.59372188 40.64756632)"
"Plou";"44";"44184";"1";"POINT (-0.85541587 40.99176358)"
"El Pobo";"44";"44185";"1";"POINT (-0.8612896400000001 40.50818733)"
"La Portellada";"44";"44187";"1";"POINT (0.05562751 40.88215307)"
"Pozondón";"44";"44189";"1";"POINT (-1.46964132 40.56165809)"
"Pozuel del Campo";"44";"44190";"1";"POINT (-1.5053336 40.77151479)"
"La Puebla de Híjar";"44";"44191";"1";"POINT (-0.44684373 41.2144278)"
"La Puebla de Valverde";"44";"44192";"1";"POINT (-0.92912557 40.22444743)"
"Puertomingalvo";"44";"44193";"1";"POINT (-0.45966111 40.26475069)"
"Ráfales";"44";"44194";"1";"POINT (0.02043709 40.83754007)"
"Rillo";"44";"44195";"1";"POINT (-0.99528718 40.72202645)"
"Riodeva";"44";"44196";"1";"POINT (-1.14833026 40.1165373)"
"Ródenas";"44";"44197";"1";"POINT (-1.51630483 40.64096456)"
"Royuela";"44";"44198";"1";"POINT (-1.51258302 40.37702113)"
"Rubiales";"44";"44199";"1";"POINT (-1.26998871 40.27642388)"
"Rubielos de la Cérida";"44";"44200";"1";"POINT (-1.21341829 40.7700109)"
"Rubielos de Mora";"44";"44201";"1";"POINT (-0.65143314 40.19007338)"
"Salcedillo";"44";"44203";"1";"POINT (-1.00541426 40.96188707)"
