POB_NOMBRE/String/set/size=100/set/order=20/set/label=Nombre;COD_PROVINCIA/Integer/set/order=30/set/label=Provincia/set/fk=true/set/fk_table=esp_provincias/set/fk_code=COD_PROVINCIA/set/fk_label=FORMAT('%02d - %s', COD_PROVINCIA, PRO_NAME)/set/foreingkey_closedlist=false/set/relation=1;COD_POBLACION/Integer/set/order=10/set/label=Poblacion;COD_ORIGENCOORDENADAS/Integer/set/order=40/set/label=Origen de las coordenadas/set/fk=true/set/fk_table=origen_coordenadas/set/fk_code=COD_ORIGENCOORDENADAS/set/fk_label=FORMAT('%02d - %s', COD_ORIGENCOORDENADAS, ORI_DESCRIPCION)/set/foreingkey_closedlist=true/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4258/set/geomtype=Point@2D/set/order=60/set/hidden=true
"Berzosa de Bureba";"9";"9052";"1";"POINT (-3.26634298 42.62700037)"
"Bozoó";"9";"9054";"1";"POINT (-3.08527931 42.726249)"
"Brazacorta";"9";"9055";"1";"POINT (-3.36747646 41.7170936)"
"Briviesca";"9";"9056";"1";"POINT (-3.32390441 42.54897956)"
"Bugedo";"9";"9057";"1";"POINT (-3.01777366 42.64993755)"
"Buniel";"9";"9058";"1";"POINT (-3.82155717 42.31063017)"
"Burgos";"9";"9059";"1";"POINT (-3.7041980499999996 42.34113004000001)"
"Busto de Bureba";"9";"9060";"1";"POINT (-3.26646881 42.65954668)"
"Cabañes de Esgueva";"9";"9061";"1";"POINT (-3.7846940400000006 41.83129186)"
"Cabezón de la Sierra";"9";"9062";"1";"POINT (-3.24117428 41.93491353)"
"Cavia";"9";"9063";"1";"POINT (-3.84423655 42.28254663)"
"Caleruega";"9";"9064";"1";"POINT (-3.4874025 41.82503162)"
"Campillo de Aranda";"9";"9065";"1";"POINT (-3.7315503500000005 41.61074581)"
"Campolara";"9";"9066";"1";"POINT (-3.42773232 42.1191362)"
"Canicosa de la Sierra";"9";"9067";"1";"POINT (-3.04051015 41.93789794)"
"Cantabrana";"9";"9068";"1";"POINT (-3.4676537 42.73364013)"
"Carazo";"9";"9070";"1";"POINT (-3.35668456 41.96756084)"
"Carcedo de Bureba";"9";"9071";"1";"POINT (-3.4989591600000005 42.57698108)"
"Carcedo de Burgos";"9";"9072";"1";"POINT (-3.6229270200000006 42.286212)"
"Cardeñadijo";"9";"9073";"1";"POINT (-3.6667558500000004 42.30172675)"
"Cardeñajimeno";"9";"9074";"1";"POINT (-3.61972293 42.33058451)"
"Cardeñuela Riopico";"9";"9075";"1";"POINT (-3.56022661 42.35968259)"
"Carrias";"9";"9076";"1";"POINT (-3.28418542 42.48163023000001)"
"Cascajares de Bureba";"9";"9077";"1";"POINT (-3.23747381 42.67783771)"
"Cascajares de la Sierra";"9";"9078";"1";"POINT (-3.3992486100000003 42.06204671)"
"Castellanos de Castro";"9";"9079";"1";"POINT (-4.03541313 42.32893858)"
"Castildelgado";"9";"9082";"1";"POINT (-3.0851951900000003 42.436243100000006)"
"Castil de Peones";"9";"9083";"1";"POINT (-3.38578729 42.48291012)"
"Castrillo de la Reina";"9";"9084";"1";"POINT (-3.23652912 41.98688435)"
"Castrillo de la Vega";"9";"9085";"1";"POINT (-3.77925901 41.65074019)"
"Castrillo del Val";"9";"9086";"1";"POINT (-3.5849714500000003 42.31342998)"
"Castrillo de Riopisuerga";"9";"9088";"1";"POINT (-4.25335158 42.51574985)"
"Castrillo Mota de Judíos";"9";"9090";"1";"POINT (-4.17277539 42.3075792)"
"Castrojeriz";"9";"9091";"1";"POINT (-4.14333499 42.28986434)"
"Cayuela";"9";"9093";"1";"POINT (-3.8195445 42.27236862)"
"Cebrecos";"9";"9094";"1";"POINT (-3.5962628800000003 41.98487122000001)"
"Celada del Camino";"9";"9095";"1";"POINT (-3.9340140700000004 42.26383898)"
"Cerezo de Río Tirón";"9";"9098";"1";"POINT (-3.1363812 42.49270686)"
"Cerratón de Juarros";"9";"9100";"1";"POINT (-3.37386887 42.42238418)"
"Ciadoncha";"9";"9101";"1";"POINT (-3.93458074 42.15850774)"
"Cillaperlata";"9";"9102";"1";"POINT (-3.35706163 42.78086636)"
"Cilleruelo de Abajo";"9";"9103";"1";"POINT (-3.7946474599999998 41.88443626)"
"Cilleruelo de Arriba";"9";"9104";"1";"POINT (-3.6616739 41.90482155)"
"Ciruelos de Cervera";"9";"9105";"1";"POINT (-3.52891032 41.906957)"
"Cogollos";"9";"9108";"1";"POINT (-3.69901362 42.20156634)"
"Treviño";"9";"9109";"1";"POINT (-2.7474592 42.735328790000004)"
"Contreras";"9";"9110";"1";"POINT (-3.4092420200000007 42.01832873)"
"Coruña del Conde";"9";"9112";"1";"POINT (-3.39200543 41.76543493)"
"Covarrubias";"9";"9113";"1";"POINT (-3.51886805 42.05751608)"
"Cubillo del Campo";"9";"9114";"1";"POINT (-3.61089134 42.1700959)"
"Cubo de Bureba";"9";"9115";"1";"POINT (-3.20759384 42.64033278)"
"La Cueva de Roa";"9";"9117";"1";"POINT (-3.94194795 41.66637828)"
"Cuevas de San Clemente";"9";"9119";"1";"POINT (-3.56876149 42.12978308)"
"Encío";"9";"9120";"1";"POINT (-3.08738906 42.67046641)"
"Espinosa de Cervera";"9";"9122";"1";"POINT (-3.46880111 41.89650781)"
"Espinosa del Camino";"9";"9123";"1";"POINT (-3.27898856 42.40711808)"
"Espinosa de los Monteros";"9";"9124";"1";"POINT (-3.55285424 43.07635915)"
"Estépar";"9";"9125";"1";"POINT (-3.8975130599999996 42.27628832)"
"Fontioso";"9";"9127";"1";"POINT (-3.73864178 41.94343488)"
"Frandovínez";"9";"9128";"1";"POINT (-3.83792443 42.30961119)"
"Fresneda de la Sierra Tirón";"9";"9129";"1";"POINT (-3.13660397 42.31438647)"
"Fresneña";"9";"9130";"1";"POINT (-3.13469236 42.41413139)"
"Fresnillo de las Dueñas";"9";"9131";"1";"POINT (-3.64448173 41.6474269)"
"Fresno de Río Tirón";"9";"9132";"1";"POINT (-3.17583879 42.45978176)"
"Fresno de Rodilla";"9";"9133";"1";"POINT (-3.48354488 42.4188226)"
"Frías";"9";"9134";"1";"POINT (-3.29339547 42.76078471)"
"Fuentebureba";"9";"9135";"1";"POINT (-3.23447784 42.63379704)"
"Fuentecén";"9";"9136";"1";"POINT (-3.8702271999999995 41.62824824)"
"Fuentelcésped";"9";"9137";"1";"POINT (-3.6408059800000006 41.59151372)"
"Fuentelisendo";"9";"9138";"1";"POINT (-3.90103978 41.62360723)"
"Fuentemolinos";"9";"9139";"1";"POINT (-3.8494632800000006 41.6048227)"
"Fuentenebro";"9";"9140";"1";"POINT (-3.75381657 41.52841317)"
"Fuentespina";"9";"9141";"1";"POINT (-3.68370032 41.63134947)"
"Galbarros";"9";"9143";"1";"POINT (-3.43744973 42.52845679)"
"La Gallega";"9";"9144";"1";"POINT (-3.26387238 41.89896162)"
"Grijalba";"9";"9148";"1";"POINT (-4.11851974 42.4296993)"
"Grisaleña";"9";"9149";"1";"POINT (-3.2643644500000004 42.59152225)"
"Gumiel de Izán";"9";"9151";"1";"POINT (-3.6882133599999998 41.77334477)"
"Gumiel de Mercado";"9";"9152";"1";"POINT (-3.80272078 41.75582525)"
"Hacinas";"9";"9154";"1";"POINT (-3.28755408 41.98598452)"
"Haza";"9";"9155";"1";"POINT (-3.83058986 41.62103757)"
"Hontanas";"9";"9159";"1";"POINT (-4.04454626 42.31241997)"
"Hontangas";"9";"9160";"1";"POINT (-3.79604071 41.58275795)"
"Hontoria de la Cantera";"9";"9162";"1";"POINT (-3.6432880299999995 42.18905768)"
"Hontoria del Pinar";"9";"9163";"1";"POINT (-3.16452427 41.84803122)"
"Hontoria de Valdearados";"9";"9164";"1";"POINT (-3.52024149 41.74316701)"
"La Parte";"9";"9166";"1";"POINT (-3.9290739900000005 42.52550063)"
"Hornillos del Camino";"9";"9167";"1";"POINT (-3.9263260800000004 42.33910182)"
"La Horra";"9";"9168";"1";"POINT (-3.87349027 41.74103479)"
"Hortigüela";"9";"9169";"1";"POINT (-3.42709204 42.06870161)"
"Hoyales de Roa";"9";"9170";"1";"POINT (-3.86218969 41.65934654)"
"Huérmeces";"9";"9172";"1";"POINT (-3.77197585 42.52261291)"
"Huerta de Arriba";"9";"9173";"1";"POINT (-3.08235288 42.11675037)"
"Huerta de Rey";"9";"9174";"1";"POINT (-3.34818682 41.84064135)"
"Humada";"9";"9175";"1";"POINT (-4.08374434 42.668684340000006)"
"Hurones";"9";"9176";"1";"POINT (-3.6135402000000005 42.40630439)"
"Ibeas de Juarros";"9";"9177";"1";"POINT (-3.53657685 42.33032757000001)"
"Ibrillos";"9";"9178";"1";"POINT (-3.08339489 42.45403129)"
"Iglesiarrubia";"9";"9179";"1";"POINT (-3.84655222 41.97440417)"
"Iglesias";"9";"9180";"1";"POINT (-3.98941407 42.2980484)"
"Isar";"9";"9181";"1";"POINT (-3.9290850699999997 42.36159446)"
"Itero del Castillo";"9";"9182";"1";"POINT (-4.2424853 42.28928435)"
"Jaramillo de la Fuente";"9";"9183";"1";"POINT (-3.3133968 42.11590227)"
"Jaramillo Quemado";"9";"9184";"1";"POINT (-3.36039498 42.08424151)"
"Castrobarto";"9";"9189";"1";"POINT (-3.38925271 43.04123664)"
"Villalba de Losa";"9";"9190";"1";"POINT (-3.08782904 42.93537884)"
"Lara de los Infantes";"9";"9191";"1";"POINT (-3.4443939800000005 42.12312588)"
"San Zadornil";"9";"9192";"1";"POINT (-3.15676643 42.84159722)"
"Lerma";"9";"9194";"1";"POINT (-3.75931385 42.02736001)"
"Llano de Bureba";"9";"9195";"1";"POINT (-3.45743948 42.62493871)"
"Madrigal del Monte";"9";"9196";"1";"POINT (-3.67599252 42.14406357)"
"Madrigalejo del Monte";"9";"9197";"1";"POINT (-3.72600171 42.12529574)"
"Mahamud";"9";"9198";"1";"POINT (-3.9418824599999995 42.12035188)"
"Mambrilla de Castrejón";"9";"9199";"1";"POINT (-3.9853538 41.66599709)"
"Mambrillas de Lara";"9";"9200";"1";"POINT (-3.4596205 42.09559599)"
"Mamolar";"9";"9201";"1";"POINT (-3.36192034 41.92661673)"
"Manciles";"9";"9202";"1";"POINT (-3.94507009 42.45580045)"
"Mazuela";"9";"9206";"1";"POINT (-3.9186425499999995 42.20722435)"
"Mecerreyes";"9";"9208";"1";"POINT (-3.57389753 42.09553284)"
"Medina de Pomar";"9";"9209";"1";"POINT (-3.48750314 42.92852281)"
"Melgar de Fernamental";"9";"9211";"1";"POINT (-4.2435593 42.4054474)"
"Nofuentes";"9";"9213";"1";"POINT (-3.41859895 42.84189463)"
"Villasante de Montija";"9";"9214";"1";"POINT (-3.47355077 43.067258900000006)"
"Cornejo";"9";"9215";"1";"POINT (-3.62680813 43.02825277)"
"Pedrosa de Valdeporres";"9";"9216";"1";"POINT (-3.7430605399999997 43.008874170000006)"
"Quecedo de Valdivielso";"9";"9217";"1";"POINT (-3.54271564 42.83101838)"
"Milagros";"9";"9218";"1";"POINT (-3.6977916300000007 41.57532265)"
"Miranda de Ebro";"9";"9219";"1";"POINT (-2.95239566 42.68052075)"
"Miraveche";"9";"9220";"1";"POINT (-3.2008435 42.67317953)"
"Modúbar de la Emparedada";"9";"9221";"1";"POINT (-3.6602578400000003 42.26033596)"
"Monasterio de la Sierra";"9";"9223";"1";"POINT (-3.19374583 42.050867870000005)"
"Monasterio de Rodilla";"9";"9224";"1";"POINT (-3.46985948 42.45805549)"
"Moncalvillo";"9";"9225";"1";"POINT (-3.19948624 41.95403419)"
"Monterrubio de la Demanda";"9";"9226";"1";"POINT (-3.11265188 42.14959807000001)"
"Montorio";"9";"9227";"1";"POINT (-3.7763975 42.58472261)"
"Moradillo de Roa";"9";"9228";"1";"POINT (-3.7917481700000004 41.55247862)"
"Nava de Roa";"9";"9229";"1";"POINT (-3.96363481 41.61264384)"
"Navas de Bureba";"9";"9230";"1";"POINT (-3.32720516 42.68234502)"
"Nebreda";"9";"9231";"1";"POINT (-3.6347466 41.96892176)"
"Neila";"9";"9232";"1";"POINT (-2.99647104 42.06026327)"
"Olmedillo de Roa";"9";"9235";"1";"POINT (-3.9336343099999995 41.78357017)"
"Olmillos de Muñó";"9";"9236";"1";"POINT (-3.9400720200000006 42.20232284)"
"Oña";"9";"9238";"1";"POINT (-3.41176884 42.73430475)"
"Oquillas";"9";"9239";"1";"POINT (-3.70604904 41.83080951)"
"Orbaneja Riopico";"9";"9241";"1";"POINT (-3.5852192 42.36115201)"
"Padilla de Abajo";"9";"9242";"1";"POINT (-4.17677638 42.40831322)"
"Padilla de Arriba";"9";"9243";"1";"POINT (-4.19344038 42.43794991)"
"Padrones de Bureba";"9";"9244";"1";"POINT (-3.53246087 42.70499002)"
"Palacios de la Sierra";"9";"9246";"1";"POINT (-3.12711081 41.9638196)"
"Palacios de Riopisuerga";"9";"9247";"1";"POINT (-4.25660509 42.34361599)"
"Palazuelos de la Sierra";"9";"9248";"1";"POINT (-3.45956152 42.21313022)"
"Palazuelos de Muñó";"9";"9249";"1";"POINT (-3.98966907 42.19807877)"
"Pampliega";"9";"9250";"1";"POINT (-3.98797885 42.20619881)"
"Pancorbo";"9";"9251";"1";"POINT (-3.10985574 42.63502775)"
"Pardilla";"9";"9253";"1";"POINT (-3.7105691599999995 41.55255601)"
"Valderrama";"9";"9255";"1";"POINT (-3.25478667 42.73341015)"
"Pedrosa de Duero";"9";"9256";"1";"POINT (-3.9882043400000002 41.71263687)"
"Pedrosa del Páramo";"9";"9257";"1";"POINT (-3.97283328 42.44228482)"
"Pedrosa del Príncipe";"9";"9258";"1";"POINT (-4.19833669 42.24787588)"
"Pedrosa de Río Úrbel";"9";"9259";"1";"POINT (-3.82136104 42.41028267000001)"
"Peñaranda de Duero";"9";"9261";"1";"POINT (-3.47913831 41.68853682)"
"Peral de Arlanza";"9";"9262";"1";"POINT (-4.07662217 42.07593729)"
"Piérnigas";"9";"9265";"1";"POINT (-3.41326034 42.59020931)"
"Pineda de la Sierra";"9";"9266";"1";"POINT (-3.29692813 42.216142)"
"Pineda Trasmonte";"9";"9267";"1";"POINT (-3.6963301299999998 41.90976041)"
"Pinilla de los Barruecos";"9";"9268";"1";"POINT (-3.30448269 41.91819947)"
"Pinilla de los Moros";"9";"9269";"1";"POINT (-3.32887626 42.06812396)"
"Pinilla Trasmonte";"9";"9270";"1";"POINT (-3.61953707 41.87372939)"
"Poza de la Sal";"9";"9272";"1";"POINT (-3.50149791 42.66582922)"
"Prádanos de Bureba";"9";"9273";"1";"POINT (-3.34771892 42.50322305)"
"Pradoluengo";"9";"9274";"1";"POINT (-3.20034051 42.32374993)"
"Presencio";"9";"9275";"1";"POINT (-3.9029038699999994 42.18663505)"
"La Puebla de Arganzón";"9";"9276";"1";"POINT (-2.83136041 42.76684107)"
"Puentedura";"9";"9277";"1";"POINT (-3.58217517 42.04190193)"
"Quemada";"9";"9279";"1";"POINT (-3.57638649 41.70065744)"
"Quintanabureba";"9";"9280";"1";"POINT (-3.36631627 42.58676655)"
"Quintana del Pidio";"9";"9281";"1";"POINT (-3.75133622 41.75912561)"
"Quintanaélez";"9";"9283";"1";"POINT (-3.29907153 42.66981392)"
"Quintanaortuño";"9";"9287";"1";"POINT (-3.6852976700000006 42.45522368)"
"Quintanapalla";"9";"9288";"1";"POINT (-3.53486269 42.40882342)"
"Quintanar de la Sierra";"9";"9289";"1";"POINT (-3.04147747 41.9799781)"
"Quintanavides";"9";"9292";"1";"POINT (-3.42684601 42.48208933)"
"Quintanilla de la Mata";"9";"9294";"1";"POINT (-3.76868919 41.98834393)"
"Quintanilla del Coco";"9";"9295";"1";"POINT (-3.5157543300000005 41.97872081)"
"Las Quintanillas";"9";"9297";"1";"POINT (-3.8438073 42.37213282)"
"Quintanilla San García";"9";"9298";"1";"POINT (-3.19468373 42.54805482)"
"Quintanilla Vivar";"9";"9301";"1";"POINT (-3.69059682 42.41502564)"
"Rabanera del Pinar";"9";"9302";"1";"POINT (-3.19658335 41.8927913)"
"Rábanos";"9";"9303";"1";"POINT (-3.2694986 42.3191058)"
"Rabé de las Calzadas";"9";"9304";"1";"POINT (-3.8346886600000003 42.3402193)"
"Rebolledo de la Torre";"9";"9306";"1";"POINT (-4.22692744 42.68930436)"
"Redecilla del Camino";"9";"9307";"1";"POINT (-3.0651364 42.43828238)"
"Redecilla del Campo";"9";"9308";"1";"POINT (-3.11382062 42.46616358)"
"Regumiel de la Sierra";"9";"9309";"1";"POINT (-2.98501625 41.95798975)"
"Reinoso de Bureba";"9";"9310";"1";"POINT (-3.3841814 42.50883459)"
"Retuerta";"9";"9311";"1";"POINT (-3.50535691 42.03010574)"
"La Revilla";"9";"9312";"1";"POINT (-3.33040762 42.01362858000001)"
"Revilla del Campo";"9";"9314";"1";"POINT (-3.53617837 42.21167258)"
"Revillarruz";"9";"9315";"1";"POINT (-3.65329276 42.23155588)"
"Revilla Vallejera";"9";"9316";"1";"POINT (-4.1340988 42.14675901)"
"Rezmondo";"9";"9317";"1";"POINT (-4.23813188 42.51560001)"
"Riocavado de la Sierra";"9";"9318";"1";"POINT (-3.19799169 42.1539859)"
"Roa";"9";"9321";"1";"POINT (-3.92785528 41.69719694)"
"Rojas";"9";"9323";"1";"POINT (-3.44242279 42.57760048)"
"Royuela de Río Franco";"9";"9325";"1";"POINT (-3.9580280100000005 41.99782938)"
"Rubena";"9";"9326";"1";"POINT (-3.57433131 42.3883872)"
"Rublacedo de Abajo";"9";"9327";"1";"POINT (-3.50255984 42.55491018)"
"Rucandio";"9";"9328";"1";"POINT (-3.54201734 42.75087345)"
"Salas de Bureba";"9";"9329";"1";"POINT (-3.47375283 42.69218959)"
"Salas de los Infantes";"9";"9330";"1";"POINT (-3.2821369 42.0223136)"
"Saldaña de Burgos";"9";"9332";"1";"POINT (-3.68326341 42.25749963)"
"Salinillas de Bureba";"9";"9334";"1";"POINT (-3.38848274 42.55289487)"
"San Adrián de Juarros";"9";"9335";"1";"POINT (-3.4760699 42.27385533)"
"San Juan del Monte";"9";"9337";"1";"POINT (-3.5213063100000004 41.68440008)"
"San Mamés de Burgos";"9";"9338";"1";"POINT (-3.7950675 42.33752876)"
"San Martín de Rubiales";"9";"9339";"1";"POINT (-3.99313911 41.6426114)"
"San Millán de Lara";"9";"9340";"1";"POINT (-3.34495483 42.1356262)"
"Santa Cecilia";"9";"9343";"1";"POINT (-3.8043226300000006 42.05227254)"
"Santa Cruz de la Salceda";"9";"9345";"1";"POINT (-3.59493126 41.59486606)"
"Santa Cruz del Valle Urbión";"9";"9346";"1";"POINT (-3.22272636 42.3047959)"
"Santa Gadea del Cid";"9";"9347";"1";"POINT (-3.05820148 42.71513476)"
"Santa Inés";"9";"9348";"1";"POINT (-3.7029838699999997 42.04032714)"
"Santa María del Campo";"9";"9350";"1";"POINT (-3.97592713 42.1315507)"
"Santa María del Invierno";"9";"9351";"1";"POINT (-3.43843869 42.44331995)"
"Santa María del Mercadillo";"9";"9352";"1";"POINT (-3.55995827 41.86002804)"
"Santa María Rivarredonda";"9";"9353";"1";"POINT (-3.18000885 42.6425946)"
"Santa Olalla de Bureba";"9";"9354";"1";"POINT (-3.44110716 42.47708212)"
"Santibáñez de Esgueva";"9";"9355";"1";"POINT (-3.7585374499999995 41.83439424)"
"Santibáñez del Val";"9";"9356";"1";"POINT (-3.48107051 41.9732867)"
"Santo Domingo de Silos";"9";"9358";"1";"POINT (-3.41763687 41.96290621)"
"San Vicente del Valle";"9";"9360";"1";"POINT (-3.16184073 42.33686925)"
"Sargentes de la Lora";"9";"9361";"1";"POINT (-3.87403505 42.76908628)"
"Sarracín";"9";"9362";"1";"POINT (-3.6947950200000004 42.2587814)"
"Sasamón";"9";"9363";"1";"POINT (-4.04417354 42.4182425)"
"La Sequera de Haza";"9";"9365";"1";"POINT (-3.8171211 41.56293018)"
"Solarana";"9";"9366";"1";"POINT (-3.65805016 41.97115085)"
"Sordillos";"9";"9368";"1";"POINT (-4.10755126 42.4626766)"
"Sotillo de la Ribera";"9";"9369";"1";"POINT (-3.8249437400000006 41.77696952)"
"Sotragero";"9";"9372";"1";"POINT (-3.7134691300000005 42.40951821)"
"Sotresgudo";"9";"9373";"1";"POINT (-4.17815288 42.57904647)"
"Susinos del Páramo";"9";"9374";"1";"POINT (-3.9267478 42.47103463)"
"Tamarón";"9";"9375";"1";"POINT (-3.99083828 42.27281921)"
"Tardajos";"9";"9377";"1";"POINT (-3.8194734899999996 42.34924493)"
"Tejada";"9";"9378";"1";"POINT (-3.53641705 41.95250649)"
"Terradillos de Esgueva";"9";"9380";"1";"POINT (-3.8439026700000003 41.81889414)"
"Tinieblas";"9";"9381";"1";"POINT (-3.36271552 42.17339842)"
"Tobar";"9";"9382";"1";"POINT (-3.93941037 42.48398998)"
"Tordómar";"9";"9384";"1";"POINT (-3.86705699 42.04461135)"
"Torrecilla del Monte";"9";"9386";"1";"POINT (-3.6942188 42.09532033)"
"Torregalindo";"9";"9387";"1";"POINT (-3.75334124 41.58248587)"
"Torrelara";"9";"9388";"1";"POINT (-3.51642349 42.1660558)"
"Torrepadre";"9";"9389";"1";"POINT (-3.9371228800000004 42.04361135)"
"Torresandino";"9";"9390";"1";"POINT (-3.90963642 41.82944454)"
"Tórtoles de Esgueva";"9";"9391";"1";"POINT (-4.02159586 41.81659797)"
"Tosantos";"9";"9392";"1";"POINT (-3.24316598 42.41422404)"
"Trespaderne";"9";"9394";"1";"POINT (-3.39081209 42.80169381)"
"Tubilla del Agua";"9";"9395";"1";"POINT (-3.80236539 42.70891242)"
"Tubilla del Lago";"9";"9396";"1";"POINT (-3.58669833 41.80111529)"
"Úrbel del Castillo";"9";"9398";"1";"POINT (-3.8448075100000003 42.61936147)"
"Vadocondes";"9";"9400";"1";"POINT (-3.57246886 41.63964519)"
"Valdeande";"9";"9403";"1";"POINT (-3.52879359 41.83274855)"
"Valdezate";"9";"9405";"1";"POINT (-3.93102396 41.6025538)"
"Valdorros";"9";"9406";"1";"POINT (-3.7089871800000003 42.17268518)"
"Valmala";"9";"9407";"1";"POINT (-3.25487988 42.30517953)"
"Vallarta de Bureba";"9";"9408";"1";"POINT (-3.2036190400000004 42.588070390000006)"
"Manzanedo";"9";"9409";"1";"POINT (-3.6909109 42.89911255)"
"Villasana de Mena";"9";"9410";"1";"POINT (-3.28210215 43.10120829)"
"Villanasur Río de Oca";"9";"9411";"1";"POINT (-3.31984862 42.43650656)"
"Quintana Martín Galíndez";"9";"9412";"1";"POINT (-3.27153208 42.791907370000004)"
"Soncillo";"9";"9413";"1";"POINT (-3.78736247 42.97075766)"
"Huerta de Abajo";"9";"9414";"1";"POINT (-3.14706703 42.11533459)"
"Quintanas de Valdelucio";"9";"9415";"1";"POINT (-4.12062831 42.71786101)"
"Gallejones";"9";"9416";"1";"POINT (-3.7540031900000006 42.84963647)"
"Vallejera";"9";"9417";"1";"POINT (-4.15290348 42.18259655)"
"Valles de Palenzuela";"9";"9418";"1";"POINT (-4.07858244 42.12027518)"
"Valluércanes";"9";"9419";"1";"POINT (-3.12193195 42.57242529)"
"Zuzones";"9";"9421";"2";"POINT (-3.458571377 41.62278104)"
"La Vid de Bureba";"9";"9422";"1";"POINT (-3.31159714 42.631452460000006)"
"Vileña";"9";"9423";"1";"POINT (-3.32216937 42.62159806)"
"Viloria de Rioja";"9";"9424";"1";"POINT (-3.10098382 42.42564837)"
"Vilviestre del Pinar";"9";"9425";"1";"POINT (-3.08467721 41.95147427)"
"Villadiego";"9";"9427";"1";"POINT (-4.00988381 42.51581158)"
"Villaescusa de Roa";"9";"9428";"1";"POINT (-4.01740402 41.7272436)"
"Villaescusa la Sombría";"9";"9429";"1";"POINT (-3.41939997 42.41457182)"
"Villaespasa";"9";"9430";"1";"POINT (-3.40582288 42.09805027)"
"Villafranca Montes de Oca";"9";"9431";"1";"POINT (-3.3092779 42.38835301)"
"Villafruela";"9";"9432";"1";"POINT (-3.9125867800000003 41.91857025)"
"Villagalijo";"9";"9433";"1";"POINT (-3.19252712 42.34853015)"
"Villagonzalo Pedernales";"9";"9434";"1";"POINT (-3.73801704 42.30039039)"
"Villahoz";"9";"9437";"1";"POINT (-3.9140421 42.07712106)"
"Villalba de Duero";"9";"9438";"1";"POINT (-3.74386288 41.6826961)"
"Villalbilla de Burgos";"9";"9439";"1";"POINT (-3.7799027100000004 42.34808874)"
"Villalbilla de Gumiel";"9";"9440";"1";"POINT (-3.62704532 41.80706405)"
"Villaldemiro";"9";"9441";"1";"POINT (-3.98587733 42.246294)"
"Villalmanzo";"9";"9442";"1";"POINT (-3.74384764 42.04772594)"
"Villamayor de los Montes";"9";"9443";"1";"POINT (-3.7650881399999996 42.10590371)"
"Villamayor de Treviño";"9";"9444";"1";"POINT (-4.1196642 42.45985726)"
"Villambistia";"9";"9445";"1";"POINT (-3.26135824 42.40490793)"
"Villamedianilla";"9";"9446";"1";"POINT (-4.14555159 42.16105529)"
"Villamiel de la Sierra";"9";"9447";"1";"POINT (-3.41914554 42.19302046)"
"Villangómez";"9";"9448";"1";"POINT (-3.77295304 42.1808287)"
"Villanueva de Argaño";"9";"9449";"1";"POINT (-3.9330108299999997 42.38070024)"
"Villanueva de Carazo";"9";"9450";"1";"POINT (-3.32451911 41.98369747)"
"Villanueva de Gumiel";"9";"9451";"1";"POINT (-3.6265028299999997 41.73768592)"
"Villanueva de Teba";"9";"9454";"1";"POINT (-3.16416993 42.64982282)"
"Villaquirán de la Puebla";"9";"9455";"1";"POINT (-4.09985042 42.28294929)"
"Villaquirán de los Infantes";"9";"9456";"1";"POINT (-4.00832217 42.22853732)"
"Villariezo";"9";"9458";"1";"POINT (-3.7343360500000005 42.27069377)"
"Villasandino";"9";"9460";"1";"POINT (-4.10777427 42.37171632)"
"Villasur de Herreros";"9";"9463";"1";"POINT (-3.39533969 42.30861008)"
"Villatuelda";"9";"9464";"1";"POINT (-3.8814270200000003 41.81582077)"
"Villaverde del Monte";"9";"9466";"1";"POINT (-3.8129579800000006 42.16073876)"
"Villaverde-Mogina";"9";"9467";"1";"POINT (-4.04901992 42.16152747)"
"Villayerno Morquillas";"9";"9471";"1";"POINT (-3.6390041200000005 42.3959797)"
"Villazopeque";"9";"9472";"1";"POINT (-4.01754495 42.19918617)"
"Villegas";"9";"9473";"1";"POINT (-4.01702972 42.468468460000004)"
"Villoruebo";"9";"9476";"1";"POINT (-3.43834637 42.16728072)"
"Vizcaínos";"9";"9478";"1";"POINT (-3.26676027 42.10048349)"
"Zael";"9";"9480";"1";"POINT (-3.8231921900000003 42.10978029)"
"Zarzosa de Río Pisuerga";"9";"9482";"1";"POINT (-4.26806898 42.53621081)"
"Zazuar";"9";"9483";"1";"POINT (-3.55528659 41.69561773000001)"
"Zuñeda";"9";"9485";"1";"POINT (-3.22544673 42.60498766)"
"Quintanilla del Agua";"9";"9901";"1";"POINT (-3.6524697700000006 42.033419120000005)"
